datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage
2021-03-09 05:44:00+00:00,0.0,0.0,0.0,0,0,1.896697,240.9140625,0.3793394,68.83258928571429
2021-03-09 05:44:10+00:00,0.0,0.0,0.0,0,0,1.896697,240.9140625,0.3793394,68.83258928571429
2021-03-09 05:44:20+00:00,0.0,0.0,0.0,0,0,1.896697,240.9140625,0.3793394,68.83258928571429
2021-03-09 05:44:30+00:00,0.0,0.0,0.0,0,0,1.896697,240.9140625,0.3793394,68.83258928571429
2021-03-09 05:44:40+00:00,0.0,0.0,0.0,0,0,1.896697,240.9140625,0.3793394,68.83258928571429
2021-03-09 05:44:50+00:00,0.0,0.0,0.0,0,0,1.896697,240.9140625,0.3793394,68.83258928571429
2021-03-09 05:45:00+00:00,0.0,0.0,0.0,0,0,1.781034,240.9140625,0.3562068,68.83258928571429
2021-03-09 05:45:20+00:00,0.0,0.0,0.0,0,0,1.781034,240.9140625,0.3562068,68.83258928571429
2021-03-09 05:45:30+00:00,0.0,0.0,0.0,0,0,1.781034,240.9140625,0.3562068,68.83258928571429
2021-03-09 05:45:40+00:00,0.0,0.0,0.0,0,0,1.781034,240.9140625,0.3562068,68.83258928571429
2021-03-09 05:45:50+00:00,0.0,0.0,0.0,0,0,1.781034,240.9140625,0.3562068,68.83258928571429
2021-03-09 05:46:00+00:00,0.0,0.0,0.0,0,0,102.358362,251.11328125,20.4716724,71.74665178571429
2021-03-09 05:46:10+00:00,205.2581031333333,17.098888572242807,3.509685434026789,0,0,102.358362,251.11328125,20.4716724,71.74665178571429
2021-03-09 05:46:20+00:00,10.360644851851852,25.56334027646279,0.2648526898314713,0,0,102.358362,251.11328125,20.4716724,71.74665178571429
2021-03-09 05:46:30+00:00,9.54611984496124,24.513064133016627,0.2340046479809976,0,0,102.358362,251.11328125,20.4716724,71.74665178571429
2021-03-09 05:46:40+00:00,7.2918424609375,24.325351577347018,0.177376631508932,0,0,102.358362,251.11328125,20.4716724,71.74665178571429
2021-03-09 05:46:50+00:00,8.205249439849624,25.277962558205832,0.2074119881212581,0,0,102.358362,251.11328125,20.4716724,71.74665178571429
2021-03-09 05:47:00+00:00,8.38637414559387,24.79574387231617,0.2079463853315599,0,0,101.107301,251.12109375,20.2214602,71.74888392857143
2021-03-09 05:47:10+00:00,7.538478178988327,24.390243902439025,0.1838653214387396,0,0,101.107301,251.12109375,20.2214602,71.74888392857143
2021-03-09 05:47:20+00:00,8.37596314885496,24.88601823708207,0.2084443716755319,0,0,101.107301,251.12109375,20.2214602,71.74888392857143
2021-03-09 05:47:30+00:00,7.873562739622641,25.1709726443769,0.1981852323328267,0,0,101.107301,251.12109375,20.2214602,71.74888392857143
2021-03-09 05:47:40+00:00,7.705841610894942,24.42037248194603,0.1881795224249335,0,0,101.107301,251.12109375,20.2214602,71.74888392857143
2021-03-09 05:47:50+00:00,7.228054916030534,24.874204879901264,0.179792118864521,0,0,101.107301,251.12109375,20.2214602,71.74888392857143
2021-03-09 05:48:00+00:00,7.589337950757576,25.08551881413911,0.1903824799505891,0,0,102.29406,251.13671875,20.458812,71.75334821428572
2021-03-09 05:48:10+00:00,7.25818189849624,25.206102530086238,0.1829504771155122,0,0,102.29406,251.13671875,20.458812,71.75334821428572
2021-03-09 05:48:20+00:00,7.757236614785993,24.418052256532064,0.1894166090261282,0,0,102.29406,251.13671875,20.458812,71.75334821428572
2021-03-09 05:48:40+00:00,7.830092076045628,24.983376080554763,0.1956221350812197,0,0,102.29406,251.13671875,20.458812,71.75334821428572
2021-03-09 05:48:50+00:00,7.658862962121212,25.054569611843977,0.1918895152320394,0,0,102.29406,251.13671875,20.458812,71.75334821428572
2021-03-09 05:49:00+00:00,7.551796919230769,24.69839460435072,0.1865172602830816,0,0,104.061847,251.13671875,20.8123694,71.75334821428572
2021-03-09 05:49:10+00:00,7.904466486486486,24.608076009501183,0.1945137121140142,0,0,104.061847,251.13671875,20.8123694,71.75334821428572
2021-03-09 05:49:20+00:00,8.511893416030533,24.883654668059645,0.2118070163358343,0,0,104.061847,251.13671875,20.8123694,71.75334821428572
2021-03-09 05:49:30+00:00,7.624140691729323,25.277962558205832,0.1927227429440273,0,0,104.061847,251.13671875,20.8123694,71.75334821428572
2021-03-09 05:49:40+00:00,8.244037196911197,24.58705145243972,0.2026965667362825,0,0,104.061847,251.13671875,20.8123694,71.75334821428572
2021-03-09 05:49:50+00:00,7.367678557251909,24.89547700494109,0.1834218721018624,0,0,104.061847,251.13671875,20.8123694,71.75334821428572
2021-03-09 05:50:00+00:00,7.406938752851711,24.96203492786637,0.1848922638572513,0,0,103.245628,251.13671875,20.6491256,71.75334821428572
2021-03-09 05:50:10+00:00,7.750399372180451,25.27315914489311,0.1958770767695962,0,0,103.245628,251.13671875,20.6491256,71.75334821428572
2021-03-09 05:50:20+00:00,7.649571733333333,24.228028503562943,0.1853340419952494,0,0,103.245628,251.13671875,20.6491256,71.75334821428572
2021-03-09 05:50:30+00:00,7.558761201520912,24.98812351543943,0.1888792585273159,0,0,103.245628,251.13671875,20.6491256,71.75334821428572
2021-03-09 05:50:40+00:00,7.108041962121212,25.08551881413911,0.1783089203724819,0,0,103.245628,251.13671875,20.6491256,71.75334821428572
2021-03-09 05:50:50+00:00,7.130882732824427,24.89311163895487,0.177509859952494,0,0,103.245628,251.13671875,20.6491256,71.75334821428572
