datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage
2021-02-18 13:50:00+00:00,0.0,0.0,0.0,0,0,0.916658,134.1796875,0.1833316,38.33705357142857
2021-02-18 13:50:10+00:00,0.0,0.0,0.0,0,0,0.916658,134.1796875,0.1833316,38.33705357142857
2021-02-18 13:50:20+00:00,0.0,0.0,0.0,0,0,0.916658,134.1796875,0.1833316,38.33705357142857
2021-02-18 13:50:30+00:00,0.0,0.0,0.0,0,0,0.916658,134.1796875,0.1833316,38.33705357142857
2021-02-18 13:50:40+00:00,0.0,0.0,0.0,0,0,0.916658,134.1796875,0.1833316,38.33705357142857
2021-02-18 13:51:00+00:00,0.0,0.0,0.0,0,0,0.846422,134.1796875,0.1692844,38.33705357142857
2021-02-18 13:51:10+00:00,0.0,0.0,0.0,0,0,0.846422,134.1796875,0.1692844,38.33705357142857
2021-02-18 13:51:20+00:00,0.0,0.0,0.0,0,0,0.846422,134.1796875,0.1692844,38.33705357142857
2021-02-18 13:51:30+00:00,0.0,0.0,0.0,0,0,0.846422,134.1796875,0.1692844,38.33705357142857
2021-02-18 13:51:40+00:00,0.0,0.0,0.0,0,0,0.846422,134.1796875,0.1692844,38.33705357142857
2021-02-18 13:51:50+00:00,0.0,0.0,0.0,0,0,0.846422,134.1796875,0.1692844,38.33705357142857
2021-02-18 13:52:00+00:00,0.0,0.0,0.0,0,0,0.924173,134.1796875,0.1848346,38.33705357142857
2021-02-18 13:52:10+00:00,0.0,0.0,0.0,0,0,0.924173,134.1796875,0.1848346,38.33705357142857
2021-02-18 13:52:20+00:00,0.0,0.0,0.0,0,0,0.924173,134.1796875,0.1848346,38.33705357142857
2021-02-18 13:52:30+00:00,0.0,0.0,0.0,0,0,0.924173,134.1796875,0.1848346,38.33705357142857
2021-02-18 13:52:40+00:00,0.0,0.0,0.0,0,0,0.924173,134.1796875,0.1848346,38.33705357142857
2021-02-18 13:52:50+00:00,0.0,0.0,0.0,0,0,0.924173,134.1796875,0.1848346,38.33705357142857
2021-02-18 13:53:00+00:00,0.0,0.0,0.0,0,0,0.897303,134.1796875,0.1794606,38.33705357142857
2021-02-18 13:53:10+00:00,0.0,0.0,0.0,0,0,0.897303,134.1796875,0.1794606,38.33705357142857
2021-02-18 13:53:20+00:00,0.0,0.0,0.0,0,0,0.897303,134.1796875,0.1794606,38.33705357142857
2021-02-18 13:53:30+00:00,0.0,0.0,0.0,0,0,0.897303,134.1796875,0.1794606,38.33705357142857
2021-02-18 13:53:40+00:00,0.0,0.0,0.0,0,0,0.897303,134.1796875,0.1794606,38.33705357142857
2021-02-18 13:53:50+00:00,0.0,0.0,0.0,0,0,0.897303,134.1796875,0.1794606,38.33705357142857
2021-02-18 13:54:00+00:00,0.0,0.0,0.0,0,0,0.930765,134.1796875,0.1861529999999999,38.33705357142857
2021-02-18 13:54:20+00:00,0.0,0.0,0.0,0,0,0.930765,134.1796875,0.1861529999999999,38.33705357142857
2021-02-18 13:54:30+00:00,0.0,0.0,0.0,0,0,0.930765,134.1796875,0.1861529999999999,38.33705357142857
2021-02-18 13:54:40+00:00,0.0,0.0,0.0,0,0,0.930765,134.1796875,0.1861529999999999,38.33705357142857
2021-02-18 13:54:50+00:00,0.0,0.0,0.0,0,0,0.930765,134.1796875,0.1861529999999999,38.33705357142857
2021-02-18 13:55:00+00:00,0.0,0.0,0.0,0,0,0.913978,134.1796875,0.1827956,38.33705357142857
2021-02-18 13:55:10+00:00,0.0,0.0,0.0,0,0,0.913978,134.1796875,0.1827956,38.33705357142857
2021-02-18 13:55:20+00:00,0.0,0.0,0.0,0,0,0.913978,134.1796875,0.1827956,38.33705357142857
2021-02-18 13:55:30+00:00,0.0,0.0,0.0,0,0,0.913978,134.1796875,0.1827956,38.33705357142857
2021-02-18 13:55:40+00:00,0.0,0.0,0.0,0,0,0.913978,134.1796875,0.1827956,38.33705357142857
