datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage,is_anomaly
2021-03-12 11:39:00+00:00,0.0,0.0,0.0,0,0,1.394869,289.234375,0.017837199488491,1.041401343312656,0
2021-03-12 11:39:10+00:00,0.0,0.0,0.0,0,0,1.394869,289.234375,0.017837199488491,1.041401343312656,0
2021-03-12 11:39:20+00:00,0.0,0.0,0.0,0,0,1.394869,289.234375,0.017837199488491,1.041401343312656,0
2021-03-12 11:39:30+00:00,0.0,0.0,0.0,0,0,1.394869,289.234375,0.017837199488491,1.041401343312656,0
2021-03-12 11:39:40+00:00,0.0,0.0,0.0,0,0,1.394869,289.234375,0.017837199488491,1.041401343312656,0
2021-03-12 11:39:50+00:00,0.0,0.0,0.0,0,0,1.394869,289.234375,0.017837199488491,1.041401343312656,0
2021-03-12 11:40:00+00:00,0.0,0.0,0.0,0,0,1.326422,289.26953125,0.0169619181585677,1.0415279249680205,0
2021-03-12 11:40:10+00:00,0.0,0.0,0.0,0,0,1.326422,289.26953125,0.0169619181585677,1.0415279249680205,0
2021-03-12 11:40:20+00:00,0.0,0.0,0.0,0,0,1.326422,289.26953125,0.0169619181585677,1.0415279249680205,0
2021-03-12 11:40:30+00:00,322.05756924,2.319539803303025,0.7470253508072,0,0,1.326422,289.26953125,0.0169619181585677,1.0415279249680205,0
2021-03-12 11:40:40+00:00,133.6923878809524,43.61782477341389,5.831371148130665,0,0,1.326422,289.26953125,0.0169619181585677,1.0415279249680205,0
2021-03-12 11:40:50+00:00,117.53620216594828,43.80251109223072,5.148380799112622,0,0,1.326422,289.26953125,0.0169619181585677,1.0415279249680205,0
2021-03-12 11:41:00+00:00,126.802173762419,43.74527588813303,5.546996074452003,0,0,190.725,289.44921875,2.438938618925832,1.042174897873217,0
2021-03-12 11:41:20+00:00,122.8659523568376,44.21768707482993,5.4328482334656085,0,0,190.725,289.44921875,2.438938618925832,1.042174897873217,0
2021-03-12 11:41:30+00:00,118.90061584549356,44.03288292544647,5.235536897288103,0,0,190.725,289.44921875,2.438938618925832,1.042174897873217,0
2021-03-12 11:41:40+00:00,134.29808601943844,43.737011146797656,5.8737968852257705,0,0,190.725,289.44921875,2.438938618925832,1.042174897873217,0
2021-03-12 11:41:50+00:00,126.7057567298475,43.18780579601054,5.472143614885209,0,0,190.725,289.44921875,2.438938618925832,1.042174897873217,0
2021-03-12 11:42:00+00:00,125.0633551167401,44.09051179955327,5.51410733446635,0,0,185.771619,289.26953125,2.3755961508951406,1.0415279249680205,0
2021-03-12 11:42:10+00:00,143.34500583777776,42.51299008030232,6.094024811242323,0,0,185.771619,289.26953125,2.3755961508951406,1.0415279249680205,0
2021-03-12 11:42:20+00:00,128.45173291684435,44.31635642067467,5.692512778796184,0,0,185.771619,289.26953125,2.3755961508951406,1.0415279249680205,0
2021-03-12 11:42:30+00:00,118.34295200869563,43.46593593499008,5.14388717036757,0,0,185.771619,289.26953125,2.3755961508951406,1.0415279249680205,0
2021-03-12 11:42:40+00:00,114.93833457232704,45.06376948512045,5.179554614170996,0,0,185.771619,289.26953125,2.3755961508951406,1.0415279249680205,0
2021-03-12 11:42:50+00:00,116.56326986266096,44.024563060935286,5.131647024657535,0,0,185.771619,289.26953125,2.3755961508951406,1.0415279249680205,0
2021-03-12 11:43:00+00:00,112.01181273684212,44.8790627362056,5.026985171012851,0,0,187.272337,289.09375,2.394786918158568,1.0408950166911977,0
2021-03-12 11:43:10+00:00,132.62290218141592,42.71000661438156,5.664325029386752,0,0,187.272337,289.09375,2.394786918158568,1.0408950166911977,0
2021-03-12 11:43:20+00:00,135.5360218295964,42.127137054878624,5.709744567488428,0,0,187.272337,289.09375,2.394786918158568,1.0408950166911977,0
2021-03-12 11:43:30+00:00,109.61865514072494,44.30798299480397,4.856981507888522,0,0,187.272337,289.09375,2.394786918158568,1.0408950166911977,0
2021-03-12 11:43:40+00:00,119.10252976382978,44.39406819684519,5.287445828752243,0,0,187.272337,289.09375,2.394786918158568,1.0408950166911977,0
2021-03-12 11:43:50+00:00,124.36505446367522,44.2093330814283,5.4980961164745885,0,0,187.272337,289.09375,2.394786918158568,1.0408950166911977,0
2021-03-12 11:44:00+00:00,123.76243881441049,43.240181268882175,5.351510288614048,0,0,6326.533042,320.2734375,80.90195705882353,1.1531588803711936,1
2021-03-12 11:44:20+00:00,129.24178256659144,41.843770662132805,5.407963509681686,0,0,6326.533042,320.2734375,80.90195705882353,1.1531588803711936,1
2021-03-12 11:44:30+00:00,130.27781428603103,42.58332546501747,5.547662566613162,0,0,6326.533042,320.2734375,80.90195705882353,1.1531588803711936,1
2021-03-12 11:44:40+00:00,126.1487267236842,43.03916941953752,5.429336421519585,0,0,6326.533042,320.2734375,80.90195705882353,1.1531588803711936,1
2021-03-12 11:44:50+00:00,130.88807163800905,41.745372119380434,5.463971256516812,0,0,6326.533042,320.2734375,80.90195705882353,1.1531588803711936,1
2021-03-12 11:45:00+00:00,139.86431540979956,42.28668299114711,5.914397967508005,0,0,5093.640815,320.3125,65.13607180306906,1.1532995266549322,1
2021-03-12 11:45:10+00:00,119.882502482684,43.63018226461422,5.23049543365757,0,0,5093.640815,320.3125,65.13607180306906,1.1532995266549322,1
2021-03-12 11:45:20+00:00,123.3412326462585,41.65485973363559,5.137761745253613,0,0,5093.640815,320.3125,65.13607180306906,1.1532995266549322,1
