datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage,is_anomaly
2021-03-12 12:50:00+00:00,0.0,0.0,0.0,0,0,2.148528,598.3125,0.0274747826086956,2.1542509987644225,0
2021-03-12 12:50:10+00:00,0.0,0.0,0.0,0,0,2.148528,598.3125,0.0274747826086956,2.1542509987644225,0
2021-03-12 12:50:20+00:00,0.0,0.0,0.0,0,0,2.148528,598.3125,0.0274747826086956,2.1542509987644225,0
2021-03-12 12:50:30+00:00,0.0,0.0,0.0,0,0,2.148528,598.3125,0.0274747826086956,2.1542509987644225,0
2021-03-12 12:50:40+00:00,0.0,0.0,0.0,0,0,2.148528,598.3125,0.0274747826086956,2.1542509987644225,0
2021-03-12 12:50:50+00:00,0.0,0.0,0.0,0,0,2.148528,598.3125,0.0274747826086956,2.1542509987644225,0
2021-03-12 12:51:00+00:00,0.0,0.0,0.0,0,0,1.744352,598.265625,0.0223062915601023,2.1540822232239365,0
2021-03-12 12:51:10+00:00,0.0,0.0,0.0,0,0,1.744352,598.265625,0.0223062915601023,2.1540822232239365,0
2021-03-12 12:51:20+00:00,238.4830639559472,21.56359836610621,5.142553008264464,0,0,1.744352,598.265625,0.0223062915601023,2.1540822232239365,0
2021-03-12 12:51:30+00:00,137.32639002240327,46.20741577263316,6.34549760031997,0,0,1.744352,598.265625,0.0223062915601023,2.1540822232239365,0
2021-03-12 12:51:40+00:00,137.13115835684647,45.63961746046776,6.2586136093173,0,0,1.744352,598.265625,0.0223062915601023,2.1540822232239365,0
2021-03-12 12:51:50+00:00,137.18892639166668,45.47176960970064,6.2382232538840485,0,0,1.744352,598.265625,0.0223062915601023,2.1540822232239365,0
2021-03-12 12:52:00+00:00,138.02835263674322,45.29979194250047,6.252655656610554,0,0,371.185038,598.43359375,4.746611739130435,2.154687002244012,0
2021-03-12 12:52:10+00:00,138.26334839414417,42.1452301850973,5.827140644233507,0,0,371.185038,598.43359375,4.746611739130435,2.154687002244012,0
2021-03-12 12:52:30+00:00,137.27144360416665,45.44163589889236,6.237838959575877,0,0,371.185038,598.43359375,4.746611739130435,2.154687002244012,0
2021-03-12 12:52:40+00:00,138.52216017817372,42.65222760520567,5.908278704284222,0,0,371.185038,598.43359375,4.746611739130435,2.154687002244012,0
2021-03-12 12:52:50+00:00,137.22277317991632,45.39411206077873,6.229105943019944,0,0,371.185038,598.43359375,4.746611739130435,2.154687002244012,0
2021-03-12 12:53:00+00:00,147.48745686353945,44.55210411323264,6.570876533580318,0,0,379.765252,598.32421875,4.856333145780051,2.154293192649544,0
2021-03-12 12:53:10+00:00,144.69572454661017,44.84986697073356,6.4895839971493725,0,0,379.765252,598.32421875,4.856333145780051,2.154293192649544,0
2021-03-12 12:53:20+00:00,142.31519905907172,45.02279635258358,6.40742822511398,0,0,379.765252,598.32421875,4.856333145780051,2.154293192649544,0
2021-03-12 12:53:30+00:00,144.6149682542735,44.4613338400152,6.429774381816454,0,0,379.765252,598.32421875,4.856333145780051,2.154293192649544,0
2021-03-12 12:53:40+00:00,138.1873671965812,44.41913439635535,6.138163235383447,0,0,379.765252,598.32421875,4.856333145780051,2.154293192649544,0
2021-03-12 12:53:50+00:00,137.5876752863248,44.38964241676942,6.107467706914541,0,0,379.765252,598.32421875,4.856333145780051,2.154293192649544,0
2021-03-12 12:54:00+00:00,140.06720234655532,45.48044056209647,6.370318071021648,0,0,376.184038,598.18359375,4.810537570332481,2.153786866028085,0
2021-03-12 12:54:10+00:00,147.71488323841058,44.16926677067082,6.524458083755849,0,0,376.184038,598.18359375,4.810537570332481,2.153786866028085,0
2021-03-12 12:54:20+00:00,145.37859253846153,41.98328267477204,6.103470545402735,0,0,376.184038,598.18359375,4.810537570332481,2.153786866028085,0
2021-03-12 12:54:30+00:00,142.3148993974359,44.45288753799392,6.326308217895138,0,0,376.184038,598.18359375,4.810537570332481,2.153786866028085,0
2021-03-12 12:54:40+00:00,235.1282126809524,38.79549233327175,9.121914772399778,0,0,376.184038,598.18359375,4.810537570332481,2.153786866028085,0
2021-03-12 12:54:50+00:00,184.0970526735632,40.99133056916698,7.546383142951376,0,0,376.184038,598.18359375,4.810537570332481,2.153786866028085,0
2021-03-12 12:55:00+00:00,166.50123445515695,42.00414390657374,6.9937418126765865,0,0,7462.1372,629.03515625,95.4237493606138,2.264869300924679,1
2021-03-12 12:55:10+00:00,180.3498383247664,40.29372999435135,7.266967689983055,0,0,7462.1372,629.03515625,95.4237493606138,2.264869300924679,1
2021-03-12 12:55:20+00:00,187.41718092710707,41.34488604256922,7.74874198785082,0,0,7462.1372,629.03515625,95.4237493606138,2.264869300924679,1
2021-03-12 12:55:40+00:00,147.6406090511727,44.18692293197663,6.5237842137742605,0,0,7462.1372,629.03515625,95.4237493606138,2.264869300924679,1
2021-03-12 12:55:50+00:00,165.76013843370785,41.993016891573085,6.960768293196186,0,0,7462.1372,629.03515625,95.4237493606138,2.264869300924679,1
2021-03-12 12:56:00+00:00,170.8129770246637,41.95672624647224,7.166753316368768,0,0,7432.637487,629.24609375,95.04651517902812,2.265628790856866,1
2021-03-12 12:56:10+00:00,199.7517863375,37.654146662901255,7.521483058928739,0,0,7432.637487,629.24609375,95.04651517902812,2.265628790856866,1
2021-03-12 12:56:20+00:00,185.82224895899773,41.34099256050475,7.682076211790187,0,0,7432.637487,629.24609375,95.04651517902812,2.265628790856866,1
