datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage,is_anomaly
2021-02-19 12:23:20+00:00,0,0,0,0,0,0,0,0,0,0
2021-02-19 12:23:40+00:00,3070.50771443243,3.41927733111542,10.4989174229738,0,0,0,0,0,0,0
2021-02-19 12:23:50+00:00,32.0225733043478,14.4589133363269,0.46301161221374,0,0,0,0,0,0,0
2021-02-19 12:24:00+00:00,26.4238900198675,14.2951812931932,0.377734298305406,0,0,102.737917,252.84765625,20.5475834,72.2421875,0
2021-02-19 12:24:10+00:00,39.7711396666667,8.07381776239908,0.321104933871588,0,0,102.737917,252.84765625,20.5475834,72.2421875,0
2021-02-19 12:24:20+00:00,11.72479325,13.6648320364396,0.16021733042323,0,0,102.737917,252.84765625,20.5475834,72.2421875,0
2021-02-19 12:24:30+00:00,11.7576446708861,14.9720458637354,0.176035995262011,0,0,102.737917,252.84765625,20.5475834,72.2421875,0
2021-02-19 12:24:40+00:00,12.3315098467742,11.6246367301022,0.143349322302428,0,0,102.737917,252.84765625,20.5475834,72.2421875,0
2021-02-19 12:24:50+00:00,15.108181875817,15.2253955617474,0.230028045278137,0,0,102.737917,252.84765625,20.5475834,72.2421875,0
2021-02-19 12:25:00+00:00,12.4514899931973,13.8196860016922,0.172075681959199,0,0,113.825941,256.41015625,22.7651882,73.2600446428572,0
2021-02-19 12:25:10+00:00,11.11153541,9.49126803340926,0.105462560839028,0,0,113.825941,256.41015625,22.7651882,73.2600446428572,0
2021-02-19 12:25:20+00:00,16.5649333355263,14.3667296786389,0.237983919376181,0,0,113.825941,256.41015625,22.7651882,73.2600446428572,0
2021-02-19 12:25:30+00:00,12.3374451760563,13.4776006074412,0.166279158599089,0,0,113.825941,256.41015625,22.7651882,73.2600446428572,0
2021-02-19 12:25:40+00:00,11.1791808278689,11.5771493642057,0.129423046213703,0,0,113.825941,256.41015625,22.7651882,73.2600446428572,0
2021-02-19 12:25:50+00:00,11.1007811692308,12.3374774603777,0.13695563746797,0,0,113.825941,256.41015625,22.7651882,73.2600446428572,0
2021-02-19 12:26:00+00:00,14.0349340359712,13.190358701841,0.185125814291137,0,0,104.633002,260.546875,20.9266004,74.4419642857143,0
2021-02-19 12:26:10+00:00,11.5781010696203,14.9933573733156,0.173594607041184,0,0,104.633002,260.546875,20.9266004,74.4419642857143,0
2021-02-19 12:26:20+00:00,53.6803714479167,9.1124822021832,0.489161429425724,0,0,104.633002,260.546875,20.9266004,74.4419642857143,0
2021-02-19 12:26:30+00:00,10.8750474966443,14.1433317513052,0.153809404556241,0,0,104.633002,260.546875,20.9266004,74.4419642857143,0
2021-02-19 12:26:50+00:00,13.0864049787234,13.3750711439954,0.175031597609562,0,0,104.633002,260.546875,20.9266004,74.4419642857143,0
2021-02-19 12:27:00+00:00,14.5258139450549,8.72315950920245,0.126710992043712,0,0,80.379302,267.4296875,16.0758604,76.4084821428572,0
2021-02-19 12:27:10+00:00,10.6834074326241,13.3877706038739,0.143027007975693,0,0,80.379302,267.4296875,16.0758604,76.4084821428572,0
2021-02-19 12:27:20+00:00,11.7837811824324,14.0404136229959,0.165449161844227,0,0,80.379302,267.4296875,16.0758604,76.4084821428572,0
2021-02-19 12:27:30+00:00,13.0851082621359,9.76951531822062,0.127835165607512,0,0,80.379302,267.4296875,16.0758604,76.4084821428572,0
2021-02-19 12:27:40+00:00,58.8526026349206,12.46660730187,0.733692285742555,0,0,80.379302,267.4296875,16.0758604,76.4084821428572,0
2021-02-19 12:27:50+00:00,62.7066101463415,15.4425612052731,0.968350665160075,0,0,80.379302,267.4296875,16.0758604,76.4084821428572,0
2021-02-19 12:28:00+00:00,10.6836718727273,10.4433684610272,0.111573521883604,0,0,103.030248,268.34765625,20.6060496,76.6707589285714,0
2021-02-19 12:28:10+00:00,12.2273992682927,11.6731517509728,0.142732287178514,0,0,103.030248,268.34765625,20.6060496,76.6707589285714,0
2021-02-19 12:28:20+00:00,11.269259352518,13.6595911949686,0.153933475825472,0,0,103.030248,268.34765625,20.6060496,76.6707589285714,0
2021-02-19 12:28:30+00:00,11.828235739726,13.8480508394195,0.163798009864365,0,0,103.030248,268.34765625,20.6060496,76.6707589285714,0
2021-02-19 12:28:40+00:00,14.6879504175824,8.63459531264826,0.126824507828067,0,0,103.030248,268.34765625,20.6060496,76.6707589285714,0
2021-02-19 12:28:50+00:00,13.8905087266667,14.2396050882856,0.197795358743118,0,0,103.030248,268.34765625,20.6060496,76.6707589285714,0
2021-02-19 12:29:00+00:00,13.9296515064103,15.5409444112373,0.21647993972903,0,0,74.741748,268.34375,14.9483496,76.6696428571429,0
2021-02-19 12:29:10+00:00,13.8046128839286,10.6352673060488,0.146815748077106,0,0,74.741748,268.34375,14.9483496,76.6696428571429,0
2021-02-19 12:29:20+00:00,11.5795163706294,13.55064910452,0.156909963138444,0,0,74.741748,268.34375,14.9483496,76.6696428571429,0
2021-02-19 12:29:30+00:00,13.3273207986111,13.6674259681093,0.182150170368261,0,0,74.741748,268.34375,14.9483496,76.6696428571429,0
2021-02-19 12:29:40+00:00,12.761588255102,9.29438543247344,0.118611119973445,0,0,74.741748,268.34375,14.9483496,76.6696428571429,0
2021-02-19 12:29:50+00:00,11.9109386153846,16.034155597723,0.190981843074004,0,0,74.741748,268.34375,14.9483496,76.6696428571429,0
2021-02-19 12:30:00+00:00,15.565272212766,13.3776091081594,0.208226127324478,0,2,107.425377,268.51953125,21.4850754,76.7198660714286,0
