datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage,is_anomaly
2021-02-27 13:28:30+00:00,0.0,0.0,0.0,0,0,499.381841,296.1328125,99.8763682,84.609375,0
2021-02-27 13:28:40+00:00,0.0,0.0,0.0,0,0,499.381841,296.1328125,99.8763682,84.609375,0
2021-02-27 13:28:50+00:00,2493.7407693271425,65.8513640639699,164.21623128212602,0,0,499.381841,296.1328125,99.8763682,84.609375,0
2021-02-27 13:29:00+00:00,46.233309168009214,80.2993901312142,3.712506529939013,0,0,141.10046599999998,324.6484375,28.220093199999997,92.75669642857143,0
2021-02-27 13:29:10+00:00,22.53183242125,75.9157335357753,1.7105205861643575,0,0,141.10046599999998,324.6484375,28.220093199999997,92.75669642857143,0
2021-02-27 13:29:20+00:00,8.71122569090909,26.088606394080262,0.2272637382601271,0,0,141.10046599999998,324.6484375,28.220093199999997,92.75669642857143,0
2021-02-27 13:29:30+00:00,8.960848467857145,25.04696305572949,0.2244420405224081,0,0,141.10046599999998,324.6484375,28.220093199999997,92.75669642857143,0
2021-02-27 13:29:50+00:00,10.683339253731344,27.71114236082389,0.2960475349491273,0,0,141.10046599999998,324.6484375,28.220093199999997,92.75669642857143,0
2021-02-27 13:30:00+00:00,8.902949585106382,25.715848987780408,0.228946907076418,0,0,123.138539,326.88671875,24.6277078,93.39620535714286,0
2021-02-27 13:30:10+00:00,11.674524230769231,27.142450412830968,0.3168751950270475,0,0,123.138539,326.88671875,24.6277078,93.39620535714286,0
2021-02-27 13:30:20+00:00,11.125753224719102,25.274517228322605,0.2811980415562287,0,0,123.138539,326.88671875,24.6277078,93.39620535714286,0
2021-02-27 13:30:30+00:00,11.740697309803922,24.18666413734231,0.2839683025704259,0,0,123.138539,326.88671875,24.6277078,93.39620535714286,0
2021-02-27 13:30:40+00:00,8.139976475177303,26.788258763180394,0.2180557961432506,0,0,123.138539,326.88671875,24.6277078,93.39620535714286,0
2021-02-27 13:30:50+00:00,9.465037599999999,26.12826603325416,0.2473050204275534,0,0,123.138539,326.88671875,24.6277078,93.39620535714286,0
2021-02-27 13:31:00+00:00,8.54751444890511,26.00607441154138,0.2222872967919514,0,0,119.92565800000001,329.0546875,23.985131600000006,94.015625,0
2021-02-27 13:31:10+00:00,9.124102803703703,25.645896656534948,0.23399579758738603,0,0,119.92565800000001,329.0546875,23.985131600000006,94.015625,0
2021-02-27 13:31:20+00:00,10.643348007662837,24.76750806604669,0.2636092076295312,0,0,119.92565800000001,329.0546875,23.985131600000006,94.015625,0
2021-02-27 13:31:30+00:00,9.033218443514645,23.226433430515065,0.2098094468415938,0,0,119.92565800000001,329.0546875,23.985131600000006,94.015625,0
2021-02-27 13:31:40+00:00,9.216137863453817,23.651215805471125,0.2179728655015197,0,0,119.92565800000001,329.0546875,23.985131600000006,94.015625,0
2021-02-27 13:31:50+00:00,9.467291293040294,25.933314334568248,0.24551824099933497,0,0,119.92565800000001,329.0546875,23.985131600000006,94.015625,0
2021-02-27 13:32:00+00:00,9.625092690763053,24.471744471744472,0.2355428088452088,0,0,120.559646,329.21484375,24.1119292,94.06138392857143,0
2021-02-27 13:32:10+00:00,12.928869923076926,25.940706955530214,0.33538402594070693,0,0,120.559646,329.21484375,24.1119292,94.06138392857143,0
2021-02-27 13:32:20+00:00,11.594550157894735,25.268357556758808,0.2929752390994585,0,0,120.559646,329.21484375,24.1119292,94.06138392857143,0
2021-02-27 13:32:30+00:00,12.10374043939394,25.040311106895572,0.3030814261595371,0,0,120.559646,329.21484375,24.1119292,94.06138392857143,0
2021-02-27 13:32:50+00:00,11.15380522868217,24.50607902735562,0.2733360323898177,0,0,120.559646,329.21484375,24.1119292,94.06138392857143,0
2021-02-27 13:33:00+00:00,13.121895157088122,24.802812886059108,0.3254599102917418,0,0,121.250331,329.3125,24.2500662,94.08928571428572,0
2021-02-27 13:33:10+00:00,9.849891485245903,27.043802092569603,0.2663785159602766,0,0,121.250331,329.3125,24.2500662,94.08928571428572,0
2021-02-27 13:33:20+00:00,9.752110936758893,24.035721071632146,0.23439901833555,0,0,121.250331,329.3125,24.2500662,94.08928571428572,0
2021-02-27 13:33:30+00:00,9.32373138267148,26.25592417061611,0.2448031841706161,0,0,121.250331,329.3125,24.2500662,94.08928571428572,0
2021-02-27 13:33:40+00:00,9.349884249070632,25.41572184429328,0.23763405735071802,0,0,121.250331,329.3125,24.2500662,94.08928571428572,0
2021-02-27 13:33:50+00:00,8.501623186851209,27.440182301557158,0.2332860901063425,0,0,121.250331,329.3125,24.2500662,94.08928571428572,0
2021-02-27 13:34:00+00:00,8.545715413461537,26.33578121043302,0.2250580914155482,0,0,137.266519,329.453125,27.4533038,94.12946428571428,0
2021-02-27 13:34:10+00:00,8.281665062745098,24.20732865008544,0.20047698794380103,0,0,137.266519,329.453125,27.4533038,94.12946428571428,0
2021-02-27 13:34:20+00:00,8.99892025177305,27.442584663293108,0.2469536308875048,0,0,137.266519,329.453125,27.4533038,94.12946428571428,0
2021-02-27 13:34:30+00:00,9.812136274261603,22.496440436639773,0.2207381392501186,0,0,137.266519,329.453125,27.4533038,94.12946428571428,0
2021-02-27 13:34:40+00:00,9.378596156363637,26.11833982334505,0.2449533614778231,0,0,137.266519,329.453125,27.4533038,94.12946428571428,0
2021-02-27 13:34:50+00:00,8.88025468093385,25.277859742303534,0.2244738323005803,0,0,137.266519,329.453125,27.4533038,94.12946428571428,0
